8870,0.09,2983,"92050","NANTERRE","0805","920500805","Acacias Est","H",,"920500805",0.0000,21.4652,40.5319,176.6351,360.3652,256.4423,690.6141,239.7744
8885,0.06,2965,"92050","NANTERRE","0406","920500406","Cathedrale","H",,"920500406",0.0000,65.5163,576.9640,361.9343,205.0732,96.4945,263.9145,188.8486
8903,0.24,2968,"92050","NANTERRE","0802","920500802","Komarov","H",,"920500802",0.0000,40.2801,251.4754,264.4847,426.2873,300.6916,301.6394,370.6940
8925,0.16,2988,"92050","NANTERRE","0403","920500403","Barbet","H",,"920500403",0.0000,65.0154,522.6343,293.8253,158.4140,100.0078,503.1730,287.5963
8947,0.04,3022,"92050","NANTERRE","0407","920500407","Hotel de Ville","H",,"920500407",0.0000,37.8721,91.9263,158.1917,293.4157,185.3097,466.0955,256.3002
8964,0.05,2985,"92050","NANTERRE","0606","920500606","Berthelot Sud et Nord","H",,"920500606",0.0000,15.5969,155.4454,463.6377,794.9529,313.0924,339.9463,465.0326
8982,0.10,2946,"92050","NANTERRE","0801","920500801","Pathelot Rouget de l'Isle","H",,"920500801",0.0000,14.2836,301.6605,514.1841,988.3694,100.1963,203.9723,322.1852
9001,0.35,3020,"92050","NANTERRE","0607","920500607","Universite Groues","H",,"920500607",0.0000,0.0000,4.0000,27.4933,360.9001,47.9088,0.0000,1993.2852
9040,0.06,3019,"92050","NANTERRE","0601","920500601","Anatole France","H",,"920500601",0.0000,14.9500,81.4802,217.3204,567.5037,182.9018,65.8497,178.4792
9055,0.07,3091,"92050","NANTERRE","0602","920500602","Provinces Francaises","H",,"920500602",0.0000,17.6546,52.8245,196.2900,499.6386,310.2289,266.1132,393.6433
9073,0.11,2947,"92050","NANTERRE","0508","920500508","Picasso Colombe","H",,"920500508",0.0000,38.8427,172.4133,395.2619,545.9911,165.2017,59.5694,536.9442
9095,0.10,2977,"92050","NANTERRE","0510","920500510","Central Park","H",,"920500510",0.0000,35.4061,423.8068,309.1352,275.6060,104.4405,224.5819,299.3361
9112,0.03,3046,"92050","NANTERRE","0501","920500501","Arlequin","H",,"920500501",0.0000,35.0415,55.5017,192.2552,423.4250,281.4063,357.1891,461.8325
